concept_id,concept_name
C1266044,"Carcinoma, Renal Cell"
C4551902,Craniosynostoses
C0221356,Craniosynostoses
C1833340,Craniosynostoses
C1860819,Craniosynostoses
C0030044,Craniosynostoses
C0265534,Craniosynostoses
C0010278,Craniosynostoses
C2931150,Craniosynostoses
C0265535,Craniosynostoses
C0085756,African Americans
C0040066,Thulium
C0054658,carbazole
C0037778,Medicine
C0025118,Medicine
C5545306,Medicine
C0346010,Birt-Hogg-Dube Syndrome
C5392832,Ischemic Stroke
C5392097,Ischemic Stroke
C0948008,Ischemic Stroke
C5392833,Ischemic Stroke
C0115471,"N-Methyl-3,4-methylenedioxyamphetamine"
C0886621,"N-Methyl-3,4-methylenedioxyamphetamine"
C0028623,Nucleosomes
C0282266,Nucleosomes
C0282267,Nucleosomes
C0006870,Marijuana Abuse
C0018614,Marijuana Abuse
C0024809,Marijuana Abuse
C0006868,Marijuana Abuse
C0236735,Marijuana Abuse
C1504688,"IL1RN protein, human"
C1268456,Viral Structures
C2717802,Viral Structures
C0016349,Fluorescent Dyes
C0016321,Fluorescent Dyes
C0016320,Fluorescent Dyes
C0242382,Lymph Node Excision
C0024203,Lymph Node Excision
C2931869,Cancer of the oviduct
C0000545,eicosapentaenoic acid
C0026941,Mycoplasma pneumoniae
C0028978,omeprazole
C0046596,o-xylene
C0038409,Streptococcus mutans
C3192263,vemurafenib
C0040066,thulium
C0751497,Sensation Disorders
C0152027,Sensation Disorders
C0036659,Sensation Disorders
C2982391,"RNA, Long Noncoding"
C3494264,"RNA, Long Noncoding"
C5445291,Gyrus Cinguli
C0175190,Gyrus Cinguli
C0018427,Gyrus Cinguli
C2324641,Gyrus Cinguli
C0175191,Gyrus Cinguli
C0598179,Gyrus Cinguli
C2335296,Gyrus Cinguli
C2326308,Gyrus Cinguli
C2338571,Gyrus Cinguli
C4085586,Gyrus Cinguli
C2337717,Gyrus Cinguli
C2333013,Gyrus Cinguli
C2334367,Gyrus Cinguli
C1449651,Amyloid
C0002716,Amyloid
C0028833,Octreotide
C0678117,Octreotide
C0724649,Octreotide
C0728977,Octreotide
C0026941,Mycoplasma pneumoniae
C3178960,Wnt Signaling Pathway
C5392993,Wnt Signaling Pathway
C1520113,Wnt Signaling Pathway
C0700777,Omeprazole
C0771315,Omeprazole
C0028978,Omeprazole
C0771765,Omeprazole
C0700778,Omeprazole
C0020266,Colloids
C0009361,Colloids
C0046596,2-xylene
C2922974,Polypharmacy
C0032521,Polymers
C0003562,Aphididae
C0320701,Besnoitia besnoiti
C0034013,Early onset puberty
C4016477,DYSTROPHIN
C0013264,DYSTROPHIN
C1414083,DYSTROPHIN
C0917713,DYSTROPHIN
C4016475,DYSTROPHIN
C4016476,DYSTROPHIN
C3668940,DYSTROPHIN
C0023418,Leukemia
C0152027,Sensory disturbances
C0010481,Cushing syndrome
C0034013,Precocious puberty
C0010278,Premature closure of cranial sutures
C0086439,Hypokinesis
C0021655,Insulin resistance
C0476273,Respiratory distress
C0086439,Decreased spontaneous movements
C0086439,Decreased spontaneous movement
C1859973,TUMOR PROTEIN p53
C2674060,TUMOR PROTEIN p53
C4748488,TUMOR PROTEIN p53
C0024305,TUMOR PROTEIN p53
C2750850,TUMOR PROTEIN p53
C2675080,TUMOR PROTEIN p53
C1851161,TUMOR PROTEIN p53
C0431109,TUMOR PROTEIN p53
C1835398,TUMOR PROTEIN p53
C3836561,TUMOR PROTEIN p53
C4016282,TUMOR PROTEIN p53
C0205770,TUMOR PROTEIN p53
C0079419,TUMOR PROTEIN p53
C0009402,TUMOR PROTEIN p53
C4016419,TUMOR PROTEIN p53
C4749067,TUMOR PROTEIN p53
C0206624,TUMOR PROTEIN p53
C1969388,TUMOR PROTEIN p53
C3553606,TUMOR PROTEIN p53
C0007102,TUMOR PROTEIN p53
C0029463,TUMOR PROTEIN p53
C3810196,Bony destruction
C0086439,Hypokinesia
C0037926,Spinal cord compression
C0152027,Sensory disorder
C1416945,LYSOZYME
C0268389,LYSOZYME
C0034013,Early-onset puberty
C0149778,Soft tissue infections
C0035309,Retinopathy
C0034013,Premature puberty
C0376515,B-CELL CLL/LYMPHOMA 2
C3887918,B-CELL CLL/LYMPHOMA 2
C0347646,Colon perforation
C1418756,PARAOXONASE 3
C0007222,"Cardiovascular disease, unspecified"
C0434609,Dislocation of radial head
C0020255,"Hydrocephalus, unspecified"
C0034013,Precocious puberty
C0007785,"STROKE, ISCHEMIC"
C0948008,"STROKE, ISCHEMIC"
C0038454,"STROKE, ISCHEMIC"
C0085580,PROSTAGLANDIN I2 SYNTHASE
C1419071,PROSTAGLANDIN I2 SYNTHASE
C0086132,Depressive symptoms
C0743400,Ejection fraction decreased
C0743400,Decreased ejection fraction
C0876991,Hemophagocytosis
C0031090,Periodontal disease
C0021053,Immune dysfunction
C0020255,Hydrocephaly
C4016227,"INTERFERON, GAMMA"
C5436498,"INTERFERON, GAMMA"
C2750460,"INTERFERON, GAMMA"
C2684859,"INTERFERON, GAMMA"
C1969665,"INTERFERON, GAMMA"
C2750389,"INTERFERON, GAMMA"
C1334085,"INTERFERON, GAMMA"
C0434609,Dislocated radial head
C0020437,Hypercalcemia
C0002938,Aneuploidy
C0434609,Dislocation of the radial head
C0086439,Hypoactivity
C1306837,Papillary renal cell carcinoma
C0434609,Dislocated radial heads
C0016057,Fibrosarcoma
C5231517,"RAS HOMOLOG GENE FAMILY, MEMBER A"
C0812234,"RAS HOMOLOG GENE FAMILY, MEMBER A"
C0023473,Chronic myelogenous leukemia
C1833970,FOLLICULIN
C1539518,FOLLICULIN
C0346010,FOLLICULIN
C4017077,FOLLICULIN
C1868193,FOLLICULIN
C1292772,"LEUKEMIA, CHRONIC MYELOID"
C0023473,"LEUKEMIA, CHRONIC MYELOID"
C5193152,"LEUKEMIA, CHRONIC MYELOID"
C0233794,Impaired memory
C0013264,"MUSCULAR DYSTROPHY, DUCHENNE TYPE"
C0037926,Compression of spinal cord
C0271055,Rhegmatogenous retinal detachment
C0085580,"HYPERTENSION, ESSENTIAL"
C1860788,DOWN SYNDROME
C1860787,DOWN SYNDROME
C1860789,DOWN SYNDROME
C0013080,DOWN SYNDROME
C1860786,DOWN SYNDROME
C0948008,Ischemic stroke
C0948008,"Stroke, ischemic"
C2712185,Normal weight
C0403447,Chronic renal insufficiency
C0233697,Obsessions
C0020255,Hydrocephalus
C0021655,INSULIN RECEPTOR
C0342278,INSULIN RECEPTOR
C1334133,INSULIN RECEPTOR
C0011860,INSULIN RECEPTOR
C0271695,INSULIN RECEPTOR
C1864952,INSULIN RECEPTOR
C0854110,INSULIN RECEPTOR
C0265344,INSULIN RECEPTOR
C0434609,Dislocation of radial head
C1419346,RE1-SILENCING TRANSCRIPTION FACTOR
C3887929,RE1-SILENCING TRANSCRIPTION FACTOR
C4225584,RE1-SILENCING TRANSCRIPTION FACTOR
C4539942,RE1-SILENCING TRANSCRIPTION FACTOR
C0233794,Memory impairment
C1424583,TRANSFORMING GROWTH FACTOR-BETA RECEPTOR-ASSOCIATED PROTEIN 1
C0034013,Early puberty
C0346010,BIRT-HOGG-DUBE SYNDROME
C0522224,Paralysis
C0085606,Urinary urgency
C1281998,Refractory heart failure
C0004936,Psychiatric disorders
C0434609,Radial head dislocation
C0010278,Craniostenosis
C0010278,Craniosynostosis
C4551902,CRANIOSYNOSTOSIS 1
C0010278,CRANIOSYNOSTOSIS 1
C0447361,Ridged teeth
C0021053,Immune System Diseases [Disease/Finding]
C0020255,Hydrocephalus [Disease/Finding]
C0000545,EICOSAPENTAENOIC ACID
C0115471,"N-Methyl-3,4-methylenedioxyamphetamine [Chemical/Ingredient]"
C0086439,Hypokinesia [Disease/Finding]
C0218504,Chemokine CXCL12 [Chemical/Ingredient]
C0008145,Chitinases [Chemical/Ingredient]
C0002938,Aneuploidy [Disease/Finding]
C0012798,[CV700] DIURETICS
C0037926,Spinal Cord Compression [Disease/Finding]
C0008543,Chromates [Chemical/Ingredient]
C0032521,Polymers [Chemical/Ingredient]
C0969679,Myosin Type V [Chemical/Ingredient]
C0005934,Bone Cements [Chemical/Ingredient]
C0034245,PYRETHRINS
C0034414,QUINIDINE
C0040066,Thulium [Chemical/Ingredient]
C0007935,Chalcone [Chemical/Ingredient]
C0034414,Quinidine [Chemical/Ingredient]
C0248813,JNK Mitogen-Activated Protein Kinases [Chemical/Ingredient]
C0206504,Tympanic Membrane Perforation [Disease/Finding]
C0034800,"Receptors, Cell Surface [Chemical/Ingredient]"
C0024467,MAGNESIUM
C0028833,OCTREOTIDE
C0666364,RANK Ligand [Chemical/Ingredient]
C0031262,PETROLATUM
C0020445,Hyperlipoproteinemia Type II [Disease/Finding]
C0034013,"Puberty, Precocious [Disease/Finding]"
C0001617,[HS050] ADRENAL CORTICOSTEROIDS
C1512886,Internal Ribosome Entry Sites [Chemical/Ingredient]
C0346010,Birt-Hogg-Dube Syndrome [Disease/Finding]
C0001617,Adrenal Cortex Hormones [Chemical/Ingredient]
C0002716,Amyloid [Chemical/Ingredient]
C0007820,Cerebrovascular disease
C0021053,Immune disorder
C0233794,Memory deficits
C0434609,Dislocation of the radial heads
C0740400,Abnormal lipid profile
C3868948,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868955,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868951,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868958,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868940,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868947,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C1611224,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3513586,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868959,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868943,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868952,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868949,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868956,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868944,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868957,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868945,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868941,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868954,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868939,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868950,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868942,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868953,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868946,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C1609029,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C0373706,Prolactin
C0201835,Combined rapid anterior pituitary evaluation panel This panel must include the following: Adrenocorticotropic hormone (ACTH) (82024 x 4) Luteinizing hormone (LH) (83002 x 4) Follicle stimulating hormone (FSH) (83001 x 4) Prolactin (84146 x 4) Human growth hormone (HGH) (83003 x 4) Cortisol (82533 x 4) Thyroid stimulating hormone (TSH) (84443 x 4)
C3516194,Combined rapid anterior pituitary evaluation panel This panel must include the following: Adrenocorticotropic hormone (ACTH) (82024 x 4) Luteinizing hormone (LH) (83002 x 4) Follicle stimulating hormone (FSH) (83001 x 4) Prolactin (84146 x 4) Human growth hormone (HGH) (83003 x 4) Cortisol (82533 x 4) Thyroid stimulating hormone (TSH) (84443 x 4)
C0201968,Combined rapid anterior pituitary evaluation panel This panel must include the following: Adrenocorticotropic hormone (ACTH) (82024 x 4) Luteinizing hormone (LH) (83002 x 4) Follicle stimulating hormone (FSH) (83001 x 4) Prolactin (84146 x 4) Human growth hormone (HGH) (83003 x 4) Cortisol (82533 x 4) Thyroid stimulating hormone (TSH) (84443 x 4)
C0202022,Combined rapid anterior pituitary evaluation panel This panel must include the following: Adrenocorticotropic hormone (ACTH) (82024 x 4) Luteinizing hormone (LH) (83002 x 4) Follicle stimulating hormone (FSH) (83001 x 4) Prolactin (84146 x 4) Human growth hormone (HGH) (83003 x 4) Cortisol (82533 x 4) Thyroid stimulating hormone (TSH) (84443 x 4)
C0202230,Combined rapid anterior pituitary evaluation panel This panel must include the following: Adrenocorticotropic hormone (ACTH) (82024 x 4) Luteinizing hormone (LH) (83002 x 4) Follicle stimulating hormone (FSH) (83001 x 4) Prolactin (84146 x 4) Human growth hormone (HGH) (83003 x 4) Cortisol (82533 x 4) Thyroid stimulating hormone (TSH) (84443 x 4)
C0373501,Combined rapid anterior pituitary evaluation panel This panel must include the following: Adrenocorticotropic hormone (ACTH) (82024 x 4) Luteinizing hormone (LH) (83002 x 4) Follicle stimulating hormone (FSH) (83001 x 4) Prolactin (84146 x 4) Human growth hormone (HGH) (83003 x 4) Cortisol (82533 x 4) Thyroid stimulating hormone (TSH) (84443 x 4)
C3525576,Combined rapid anterior pituitary evaluation panel This panel must include the following: Adrenocorticotropic hormone (ACTH) (82024 x 4) Luteinizing hormone (LH) (83002 x 4) Follicle stimulating hormone (FSH) (83001 x 4) Prolactin (84146 x 4) Human growth hormone (HGH) (83003 x 4) Cortisol (82533 x 4) Thyroid stimulating hormone (TSH) (84443 x 4)
C0202123,Combined rapid anterior pituitary evaluation panel This panel must include the following: Adrenocorticotropic hormone (ACTH) (82024 x 4) Luteinizing hormone (LH) (83002 x 4) Follicle stimulating hormone (FSH) (83001 x 4) Prolactin (84146 x 4) Human growth hormone (HGH) (83003 x 4) Cortisol (82533 x 4) Thyroid stimulating hormone (TSH) (84443 x 4)
C0373706,Combined rapid anterior pituitary evaluation panel This panel must include the following: Adrenocorticotropic hormone (ACTH) (82024 x 4) Luteinizing hormone (LH) (83002 x 4) Follicle stimulating hormone (FSH) (83001 x 4) Prolactin (84146 x 4) Human growth hormone (HGH) (83003 x 4) Cortisol (82533 x 4) Thyroid stimulating hormone (TSH) (84443 x 4)
C1611224,Endovascular Repair Procedures of the Descending Thoracic Aorta
C0523658,"Glucose; quantitative, blood (except reagent strip)"
C0392201,"Glucose; quantitative, blood (except reagent strip)"
C0040836,Burr hole(s)
C0031809,Physical Examination
C0201879,Ammonia
C1608476,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); not involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868931,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); not involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868924,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); not involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868927,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); not involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868938,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); not involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C1611224,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); not involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868933,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); not involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868936,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); not involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3513586,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); not involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868935,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); not involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868923,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); not involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868932,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); not involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868925,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); not involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868928,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); not involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868921,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); not involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868937,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); not involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868926,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); not involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868934,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); not involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868929,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); not involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868922,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); not involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C3868930,"Endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); not involving coverage of left subclavian artery origin, initial endoprosthesis plus descending thoracic aortic extension(s), if required, to level of celiac artery origin"
C0011946,Dialysis Services and Procedures
C0029189,Excision Procedures on the Testis
C0194790,Surgical Procedures on the Prostate
C0031262,Petrolatum [Chemical/Ingredient]
C3536912,Human Immunodeficiency Virus Protease Inhibitor [EPC]
C0002245,alpha-Amylases [Chemical/Ingredient]
C0008354,Cholera [Disease/Finding]
C0059939,"Cellulose 1,4-beta-Cellobiosidase [Chemical/Ingredient]"
C0019683,HIV Antibodies [Chemical/Ingredient]
C0009326,Collagen Diseases [Disease/Finding]
C0024467,Magnesium [Chemical/Ingredient]
C0035309,Retinal Diseases [Disease/Finding]
C0162820,"Dermatitis, Allergic Contact [Disease/Finding]"
C0000545,Eicosapentaenoic Acid [Chemical/Ingredient]
C0059735,Cytochrome P-450 CYP1A1 [Chemical/Ingredient]
C0080055,Tumor Suppressor Protein p53 [Chemical/Ingredient]
C2936490,Out-of-Hospital Cardiac Arrest [Disease/Finding]
C0218349,beta-Transducin Repeat-Containing Proteins [Chemical/Ingredient]
C0028833,Octreotide [Chemical/Ingredient]
C0332758,"Fractures, Avulsion [Disease/Finding]"
C0013080,Down Syndrome [Disease/Finding]
C0042338,VARICELLA
C0006050,BOTULINUM TOXIN TYPE A
C0017645,Globins [Chemical/Ingredient]
C0034245,Pyrethrins [Chemical/Ingredient]
C0206114,Periodontal Attachment Loss [Disease/Finding]
C0024232,Lymphatic Metastasis [Disease/Finding]
C0001978,Hexanols [Chemical/Ingredient]
C2350439,Volatile Organic Compounds [Chemical/Ingredient]
C0061187,Gelsolin [Chemical/Ingredient]
C0039704,Tetrazolium Salts [Chemical/Ingredient]
C0403447,"Renal Insufficiency, Chronic [Disease/Finding]"
C0085196,Oxidopamine [Chemical/Ingredient]
C0004936,Mental Disorders [Disease/Finding]
C0664494,"Receptor, Adenosine A3 [Chemical/Ingredient]"
C0206706,"Carcinoma, Verrucous [Disease/Finding]"
C0206630,"Sarcoma, Endometrial Stromal [Disease/Finding]"
C0023418,Leukemia [Disease/Finding]
C0028623,Nucleosomes [Chemical/Ingredient]
C0010481,Cushing Syndrome [Disease/Finding]
C0013264,"Muscular Dystrophy, Duchenne [Disease/Finding]"
C0085177,RNA-Binding Proteins [Chemical/Ingredient]
C0243042,Inflammation Mediators [Chemical/Ingredient]
C0015690,"Fatty Acids, Unsaturated [Chemical/Ingredient]"
C0522224,Paralysis [Disease/Finding]
C0305065,Pneumococcal Polysaccharide Vaccine [Chemical/Ingredient]
C3192263,VEMURAFENIB
C0037906,Sphingomyelins [Chemical/Ingredient]
C0149778,Soft Tissue Infections [Disease/Finding]
C0023473,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive [Disease/Finding]"
C0208355,Proteasome Endopeptidase Complex [Chemical/Ingredient]
C0033692,Proteoglycans [Chemical/Ingredient]
C0007222,Cardiovascular Diseases [Disease/Finding]
C0006050,"Botulinum Toxins, Type A [Chemical/Ingredient]"
C0010760,Electron Transport Complex IV [Chemical/Ingredient]
C0010278,Craniosynostoses [Disease/Finding]
C0028978,Omeprazole [Chemical/Ingredient]
C0008543,CHROMATES
C0016057,Fibrosarcoma [Disease/Finding]
C0028978,OMEPRAZOLE
C0021655,Insulin Resistance [Disease/Finding]
C0007820,Cerebrovascular Disorders [Disease/Finding]
C0031507,PHENYTOIN
C0020437,Hypercalcemia [Disease/Finding]
C0031090,Periodontal Diseases [Disease/Finding]
C0033626,Protein Deficiency [Disease/Finding]
C0031507,Phenytoin [Chemical/Ingredient]
C0162772,Reactive Oxygen Species [Chemical/Ingredient]
C0305065,PNEUMOCOCCAL POLYSACCHARIDE VACCINE
C0031262,"PETROLATUM,WHITE"
